newspaper_id	time_str	original_title	n_original_body_lines	hash	time_ut	original_lang	url
dbsjeyarajcom	2023-11-30 00:25:00	President Ranil Wickremesinghe is a Colombo. Resident. Before Making Colombo an “Entertainment Hub”,he should be aware of the numerous issues that not only the residents of the city face but also thousands who come to the city every day.	11	7a4c6a30	1701284100.0	en	https://dbsjeyaraj.com/dbsj/?p=83204
adaderanalk	2023-11-29 23:40:00	‘Insult to Easter attack victims’: Catholic Church deplores Tennakoon’s appointment as Acting IGP	5	d9f7bc9c	1701281400.0	en	https://www.adaderana.lk/news/95263/insult-to-easter-attack-victims-catholic-church-deplores-tennakoons-appointment-as-acting-igp
tamilmirrorlk	2023-11-29 23:30:17	35 இலங்கையர்கள் நாடு கடத்தப்பட்டுள்ளனர்	2	a94bfbae	1701280817.0	ta	https://www.tamilmirror.lk/செய்திகள்/35-இலங்கையர்கள்-நாடு-கடத்தப்பட்டுள்ளனர்/175-328919
islandlk	2023-11-29 23:29:00	Mathematics examinations or mathematics curriculum?	23	8c8132e2	1701280740.0	en	http://island.lk/mathematics-examinations-or-mathematics-curriculum/
islandlk	2023-11-29 23:27:00	Amazing benefits of Papaya	16	46808155	1701280620.0	en	http://island.lk/amazing-benefits-of-papaya/
islandlk	2023-11-29 23:23:00	Their love story in song…	20	ca65f23b	1701280380.0	en	http://island.lk/their-love-story-in-song/
dailyftlk	2023-11-29 23:21:28	COYLE concludes Leadership Forum themed “People, Planet, Paradise”	15	49bc0bad	1701280288.0	en	https://www.ft.lk/business/COYLE-concludes-Leadership-Forum-themed-People-Planet-Paradise/34-755742
dailyftlk	2023-11-29 23:17:41	A plea for sanity	24	a90a7100	1701280061.0	en	https://www.ft.lk/columns/A-plea-for-sanity/4-755741
islandlk	2023-11-29 23:17:00	Why President should look in the mirror	19	30ffba15	1701280020.0	en	http://island.lk/why-president-should-look-in-the-mirror/
islandlk	2023-11-29 23:16:00	From a ‘Clash of Civilizations’ to a ‘Dialogue among Civilizations’	19	8d6622ba	1701279960.0	en	http://island.lk/from-a-clash-of-civilizations-to-a-dialogue-among-civilizations/
islandlk	2023-11-29 23:13:00	Cricket, popular will and franchise	9	63065a00	1701279780.0	en	http://island.lk/cricket-popular-will-and-franchise/
islandlk	2023-11-29 22:52:00	MullenLowe Sri Lanka named ‘Most Effective Agency of the Year 2022/23’	7	2679c8d0	1701278520.0	en	http://island.lk/mullenlowe-sri-lanka-named-most-effective-agency-of-the-year-2022-23/
islandlk	2023-11-29 22:51:00	Lumbini Aquaria wins 2 ‘Best Exporter’ awards at Presidential Export Awards 2023	8	a1fb9e91	1701278460.0	en	http://island.lk/lumbini-aquaria-wins-2-best-exporter-awards-at-presidential-export-awards-2023/
islandlk	2023-11-29 22:49:00	Orel Corporation partners Prime Residencies for their iconic project, The Palace Gampaha	7	32cee468	1701278340.0	en	http://island.lk/orel-corporation-partners-prime-residencies-for-their-iconic-project-the-palace-gampaha/
islandlk	2023-11-29 22:48:00	Rage Coffee forays into Sri Lanka market	9	6606c529	1701278280.0	en	http://island.lk/rage-coffee-forays-into-sri-lanka-market/
islandlk	2023-11-29 22:45:00	NSB Nawala branch relocated at spacious new premises	12	6a5edf18	1701278100.0	en	http://island.lk/nsb-nawala-branch-relocated-at-spacious-new-premises/
islandlk	2023-11-29 22:44:00	ComBank wins ‘Best Treasury Team’ at CT Marquee awards for financial institutions	9	d476a887	1701278040.0	en	http://island.lk/combank-wins-best-treasury-team-at-ct-marquee-awards-for-financial-institutions/
islandlk	2023-11-29 22:42:00	Fitch expects SL to report broadly improved banking sector results in 2024	11	97f27f31	1701277920.0	en	http://island.lk/fitch-expects-sl-to-report-broadly-improved-banking-sector-results-in-2024/
islandlk	2023-11-29 22:41:00	Stock market buoyed up by news of debt-restructuring deal with creditor nations	15	026b0278	1701277860.0	en	http://island.lk/stock-market-buoyed-up-by-news-of-debt-restructuring-deal-with-creditor-nations/
tamilmirrorlk	2023-11-29 21:54:20	புலிகளின் சின்னத்துடன் வந்த இளைஞனுக்கு விளக்கமறியல்	3	008f03fb	1701275060.0	ta	https://www.tamilmirror.lk/வன்னி/புலிகளின்-சின்னத்துடன்-வந்த-இளைஞனுக்கு-விளக்கமறியல்/72-328906
adalk	2023-11-29 21:37:28	විසල් මහනුවර පුරවර සංවර්ධන වැඩසටහනට මිලියන 1500ක්	9	acf7fff0	1701274048.0	si	https://www.ada.lk/breaking_news/විසල්-මහනුවර-පුරවර-සංවර්ධන-වැඩසටහනට-මිලියන-1500ක්/11-406884
adaderanalk	2023-11-29 21:15:00	President at Economic Summit ‘23 underscores need for radical economic restructuring	15	e235cd16	1701272700.0	en	https://www.adaderana.lk/news/95262/president-at-economic-summit-23-underscores-need-for-radical-economic-restructuring
virakesarilk	2023-11-29 20:46:00	2024 ஆம் ஆண்டு முதல்  தனி நபரிடமிருந்து 30 ஆயிரம் ரூபாவை மேலதிக வரி வருமானமாக அறிவிட தீர்மானம் - சம்பிக்க	13	752e15f0	1701270960.0	ta	https://www.virakesari.lk/article/170581
adaderanalk	2023-11-29 20:39:00	School principal who forced students to eat polythene lunch sheets remanded	7	06dd95cf	1701270540.0	en	https://www.adaderana.lk/news/95261/school-principal-who-forced-students-to-eat-polythene-lunch-sheets-remanded
virakesarilk	2023-11-29 20:35:00	மத்தள விமான நிலையத்தால் வருடாந்தம் 2 பில்லியன் ரூபா நட்டம் - நிமல் சிறிபால டி சில்வா	14	14d4ff85	1701270300.0	ta	https://www.virakesari.lk/article/170582
virakesarilk	2023-11-29 20:34:00	சவூதி நிதியம் மாத்திரமே தொடர்ந்து உதவி வருகிறது - அமைச்சர் பந்துல	12	816d488b	1701270240.0	ta	https://www.virakesari.lk/article/170584
adaderanalk	2023-11-29 19:41:00	Finance Ministry refutes media reports on human immunoglobulin procurement	7	989eedd7	1701267060.0	en	https://www.adaderana.lk/news/95260/finance-ministry-refutes-media-reports-on-human-immunoglobulin-procurement
virakesarilk	2023-11-29 19:22:00	யாழ்.நகர அபிவிருத்தி தந்திரோபாய திட்டத்துக்கு ஒதுக்கப்பட்ட 13,500 கோடி ரூபாவுக்கு நேர்ந்தது என்ன? - செல்வராசா கஜேந்திரன் கேள்வி	19	9c9a321d	1701265920.0	ta	https://www.virakesari.lk/article/170585
virakesarilk	2023-11-29 19:20:00	உரிய காலத்தில் பரீட்சைகள் நடத்தப்பட்டு பெறுபேறுகளை வெளியிட நடவடிக்கை எடுக்கப்படும் - கல்வி அமைச்சர்	17	ecf57dc2	1701265800.0	ta	https://www.virakesari.lk/article/170586
virakesarilk	2023-11-29 19:19:00	புலி போராளிகளின் ஆடைகளை ஒத்த ஆடை - கோப்பாய் பொலிஸார் 6 பேரிடம் வாக்குமூலம் பதிவு	4	59509c3c	1701265740.0	ta	https://www.virakesari.lk/article/170587
newsfirstlk	2023-11-29 19:15:00	MullenLowe Sri Lanka named “Most Effective Agency of the Year 2022/23”	12	34139d7f	1701265500.0	en	https://www.newsfirst.lk/2023/11/29/mullenlowe-sri-lanka-named-%e2%80%9cmost-effective-agency-of-the-year-2022-23%e2%80%9d/
virakesarilk	2023-11-29 19:10:00	பிள்ளையான் வடக்கு மாகாணம் குறித்தும் அவதானம் செலுத்த வேண்டும் - சித்தார்த்தன் வலியுறுத்தல்	13	2f5bce37	1701265200.0	ta	https://www.virakesari.lk/article/170566
adalk	2023-11-29 19:08:48	රාවණා ඔඩිසි ලප් තැනම ලොප් ‌වෙයි	8	8b21ea2a	1701265128.0	si	https://www.ada.lk/picture_story/රාවණා-ඔඩිසි-ලප්-තැනම-ලොප්-‌වෙයි/10-406883
virakesarilk	2023-11-29 19:07:00	அரச ஊழியர்களுக்கான 10 ஆயிரம் ரூபா அதிகரிப்பு எவ்வாறு மேற்கொள்ளப்பட்டுள்ளது என்பதை எடுத்துரைத்த விஜித ஹேரத்	15	ee1be704	1701265020.0	ta	https://www.virakesari.lk/article/170563
newsfirstlk	2023-11-29 18:55:00	Medical Supplies Chief Remanded over substandard Human Immunoglobulin delivery	6	9a301cdc	1701264300.0	en	https://www.newsfirst.lk/2023/11/29/medical-supplies-chief-remanded-over-substandard-human-immunoglobulin-delivery/
tamilmirrorlk	2023-11-29 18:54:16	மேலதிக வருமானம் திறைசேரியிடம் கையளிப்பு	11	c0a37fe7	1701264256.0	ta	https://www.tamilmirror.lk/செய்திகள்/மேலதிக-வருமானம்-திறைசேரியிடம்-கையளிப்பு/175-328905
adaderanalk	2023-11-29 18:54:00	Foreign Employment Bureau contributes Rs.7bn to the Treasury	10	5dcb6903	1701264240.0	en	https://www.adaderana.lk/news/95259/foreign-employment-bureau-contributes-rs7bn-to-the-treasury
virakesarilk	2023-11-29 18:51:00	தேசபந்து தென்னக்கோனின் நியமனம் குறித்து பேராயர் கடும் விசனம்	10	3558c2ed	1701264060.0	ta	https://www.virakesari.lk/article/170588
newsfirstlk	2023-11-29 18:48:00	National Security is my priority – Acting Police Chief	8	2bce9c69	1701263880.0	en	https://www.newsfirst.lk/2023/11/29/national-security-is-my-priority-acting-police-chief/
tamilmirrorlk	2023-11-29 18:45:33	கேக் வெட்டினாலும் பயங்கரவாத தடைச்சட்டம் பாயும்	9	2bdf8685	1701263733.0	ta	https://www.tamilmirror.lk/செய்திகள்/கேக்-வெட்டினாலும்-பயங்கரவாத-தடைச்சட்டம்-பாயும்/175-328904
newsfirstlk	2023-11-29 18:42:00	SLC Men’s 2024 calendar announced	7	ae480825	1701263520.0	en	https://www.newsfirst.lk/2023/11/29/slc-men-s-2024-calendar-announced/
tamilmirrorlk	2023-11-29 18:40:58	புலிகளின் ஒத்த ஆடை: அறுவரிடம் விசாரணை	4	597ddd4b	1701263458.0	ta	https://www.tamilmirror.lk/யாழ்ப்பாணம்/புலிகளின்-ஒத்த-ஆடை-அறுவரிடம்-விசாரணை/71-328903
tamilmirrorlk	2023-11-29 18:36:04	`லஞ்ச் ஷீட்` அதிபருக்கு விளக்கமறியல்	4	4695ad4e	1701263164.0	ta	https://www.tamilmirror.lk/செய்திகள்/லஞ்ச்-ஷீட்-அதிபருக்கு-விளக்கமறியல்/175-328902
adalk	2023-11-29 18:27:20	දේවගැති ජෙරොම් ප්‍රනාන්දු පැමිණෙයි	3	a0e4ad1f	1701262640.0	si	https://www.ada.lk/breaking_news/දේවගැති-ජෙරොම්-ප්‍රනාන්දු-පැමිණෙයි/11-406882
tamilmirrorlk	2023-11-29 18:21:49	புலமைப்பரிசில் மாணவர்களுக்கு விசேட அறிவித்தல்	3	3e2ef2a0	1701262309.0	ta	https://www.tamilmirror.lk/செய்திகள்/புலமைப்பரிசில்-மாணவர்களுக்கு-விசேட-அறிவித்தல்/175-328900
tamilmirrorlk	2023-11-29 18:12:59	சிறப்புரிமை பிரச்சினையை எழுப்ப முடியுமா?	4	e8bd1951	1701261779.0	ta	https://www.tamilmirror.lk/செய்திகள்/சிறப்புரிமை-பிரச்சினையை-எழுப்ப-முடியுமா/175-328899
tamilmirrorlk	2023-11-29 18:08:05	”மேலதிகமாக 30 ஆயிரம் ரூபாய் செலுத்த வேண்டும்”	4	533c7988	1701261485.0	ta	https://www.tamilmirror.lk/செய்திகள்/மேலதிகமாக-30-ஆயிரம்-ரூபாய்-செலுத்த-வேண்டும்/175-328898
adaderanalk	2023-11-29 18:05:00	Hamas senior official invites Elon Musk to visit Gaza	8	a525bc04	1701261300.0	en	https://www.adaderana.lk/news/95258/hamas-senior-official-invites-elon-musk-to-visit-gaza
tamilmirrorlk	2023-11-29 18:04:09	பொலிஸ் மா உள்ளிட்ட மூவருக்கு நோட்டீஸ்	5	aed49a0a	1701261249.0	ta	https://www.tamilmirror.lk/செய்திகள்/பொலிஸ்-மா-உள்ளிட்ட-மூவருக்கு-நோட்டீஸ்/175-328897
adaderanalk	2023-11-29 17:56:00	Sri Lanka says Official Creditor Committee agreed in principle to restructure $5.9bn of debt	13	625c5e4b	1701260760.0	en	https://www.adaderana.lk/news/95257/sri-lanka-says-official-creditor-committee-agreed-in-principle-to-restructure-59bn-of-debt
tamilmirrorlk	2023-11-29 17:54:05	மத்தளயில் முதலிட முதலீட்டாளர்கள் ஆர்வம்	3	dc45133a	1701260645.0	ta	https://www.tamilmirror.lk/செய்திகள்/மத்தளயில்-முதலிட-முதலீட்டாளர்கள்-ஆர்வம்/175-328896
virakesarilk	2023-11-29 17:31:00	கொக்குத்தொடுவாய் மனித புதைகுழி மேலும் விரிவடைந்து செல்வதால் அகழ்வுப் பணிகள் தற்காலிகமாக இடைநிறுத்தம் : அறிக்கை டிசம்பரில்	9	03209c22	1701259260.0	ta	https://www.virakesari.lk/article/170562
adaderanalk	2023-11-29 17:25:00	Five including Health Ministry’s Medical Supplies Division officials further remanded	6	7c645a01	1701258900.0	en	https://www.adaderana.lk/news/95256/five-including-health-ministrys-medical-supplies-division-officials-further-remanded-
newsfirstlk	2023-11-29 17:12:00	‘World’s saddest elephant’ dies in Manila Zoo	8	34e66340	1701258120.0	en	https://www.newsfirst.lk/2023/11/29/world-s-saddest-elephant-dies-in-manila-zoo/
economynextcom	2023-11-29 17:12:00	Sri Lanka says expects quick implementation of Paris Club debt deal	8	f0a03cac	1701258120.0	en	https://economynext.com/sri-lanka-says-expects-quick-implementation-of-paris-club-debt-deal-141896/
economynextcom	2023-11-29 17:10:00	Sri Lanka shares close up, turnover remains low	5	16d26e2a	1701258000.0	en	https://economynext.com/sri-lanka-shares-close-up-turnover-remains-low-141913/
newsfirstlk	2023-11-29 17:07:00	Review of IMF program will be complete in December – President	8	8398b975	1701257820.0	en	https://www.newsfirst.lk/2023/11/29/review-of-imf-program-will-be-complete-in-december-president/
adalk	2023-11-29 17:05:34	කාති විනිසුරු අල්ලස් ගනිද්දී අත්අඩංගුවට	3	a5503844	1701257734.0	si	https://www.ada.lk/breaking_news/කාති-විනිසුරු-අල්ලස්-ගනිද්දී-අත්අඩංගුවට/11-406881
adalk	2023-11-29 16:59:45	කායවර්ධනයෙන් ලක්මව රිදියෙන් බැබලවූ තෙනුර එයි	4	a98bc942	1701257385.0	si	https://www.ada.lk/sports/කායවර්ධනයෙන්-ලක්මව-රිදියෙන්-බැබලවූ-තෙනුර-එයි/9-406880
economynextcom	2023-11-29 16:50:00	Sri Lanka rupee closes at 329.25/50 to the US dollar	7	ec7d284e	1701256800.0	en	https://economynext.com/sri-lanka-rupee-closes-at-329-25-50-to-the-us-dollar-141898/
virakesarilk	2023-11-29 16:46:00	கொழும்பு பல்கலைக்கழகத்தின் முகாமைத்துவ மற்றும் நிதியியல் பீடத்தின் ‘Back to Faculty’ கொண்டாட்டங்களுக்கு வெள்ளி அனுசரணையாளராக CDB இணைவு	5	3e86efcf	1701256560.0	ta	https://www.virakesari.lk/article/170556
virakesarilk	2023-11-29 16:45:00	கொழும்பில் 50 ஆயிரம் பேருக்கு குடியிருப்பு உறுதிப்பத்திரம் : முற்றிலும் பொய்யானது என்கிறார் எஸ்.எம்.மரிக்கார்	11	7ae05ccc	1701256500.0	ta	https://www.virakesari.lk/article/170554
tamilmirrorlk	2023-11-29 16:19:31	பதில் பொலிஸ் மா அதிபர் கங்காராமயில் வழிபாடு	1	ffef7741	1701254971.0	ta	https://www.tamilmirror.lk/செய்திகள்/பதில்-பொலிஸ்-மா-அதிபர்-கங்காராமயில்-வழிபாடு/175-328886
adaderanalk	2023-11-29 15:55:00	Official Creditor Committee confirms debt treatment deal reached with Sri Lanka	14	7fa89af4	1701253500.0	en	https://www.adaderana.lk/news/95255/official-creditor-committee-confirms-debt-treatment-deal-reached-with-sri-lanka
newsfirstlk	2023-11-29 15:43:00	India to construct 10,000 houses under Phase-IV of Housing Project	8	1c30f3e8	1701252780.0	en	https://www.newsfirst.lk/2023/11/29/india-to-construct-10-000-houses-under-phase-iv-of-housing-project/
adaderanalk	2023-11-29 15:28:00	Tennakoon gets his priorities straight following new appointment as Acting IGP	6	8bb631b6	1701251880.0	en	https://www.adaderana.lk/news/95254/tennakoon-gets-his-priorities-straight-following-new-appointment-as-acting-igp
newsfirstlk	2023-11-29 15:07:00	Sri Lanka & Official Creditor Committee reach agreement on debt reworking	11	f841266a	1701250620.0	en	https://www.newsfirst.lk/2023/11/29/sri-lanka-official-creditor-committee-reach-agreement-on-debt-reworking/
tamilmirrorlk	2023-11-29 14:57:10	டுபாய் நோக்கி புறப்படும் ஜனாதிபதி ரணில்	5	06c7bf91	1701250030.0	ta	https://www.tamilmirror.lk/செய்திகள்/டுபாய்-நோக்கி-புறப்படும்-ஜனாதிபதி-ரணில்/175-328882
adaderanalk	2023-11-29 14:55:00	US military aircraft crashes in sea off Japan, condition of crew unknown	11	2345a49f	1701249900.0	en	https://www.adaderana.lk/news/95252/us-military-aircraft-crashes-in-sea-off-japan-condition-of-crew-unknown
economynextcom	2023-11-29 14:55:00	Sri Lanka – Paris Club official creditors reach debt deal	11	9351eed1	1701249900.0	en	https://economynext.com/sri-lanka-paris-club-official-creditors-reach-debt-deal-141880/
virakesarilk	2023-11-29 14:54:00	மஹிந்த, ஜோன்ஸ்டன் பயணித்த ஜீப் மீது அதிவேக வீதியில் தடுப்பு வீழந்ததில் சேதம்!	4	4dd24a23	1701249840.0	ta	https://www.virakesari.lk/article/170549
tamilmirrorlk	2023-11-29 14:48:55	தேர்தலுக்கு தயார்: மஹிந்த ராஜபக்ஷ	4	742a2bcf	1701249535.0	ta	https://www.tamilmirror.lk/video/தேர்தலுக்கு-தயார்-மஹிந்த-ராஜபக்ஷ/52-328881
adalk	2023-11-29 14:26:16	ලංකාවේ විශාලම සෙල්ලිපියෙන් කියවෙන දේ තවම සොයාගෙන නෑ	7	12b94ec4	1701248176.0	si	https://www.ada.lk/breaking_news/ලංකාවේ-විශාලම-සෙල්ලිපියෙන්-කියවෙන-දේ-තවම-සොයාගෙන-නෑ/11-406879
economynextcom	2023-11-29 14:04:00	India to construct 10,000 houses in Sri Lanka plantation areas	7	25bbaa97	1701246840.0	en	https://economynext.com/india-to-construct-10000-houses-in-sri-lanka-plantation-areas-141875/
tamilmirrorlk	2023-11-29 13:51:58	பதில் பொலிஸ் மா அதிபர் நியமனம்	2	df705d1f	1701246118.0	ta	https://www.tamilmirror.lk/செய்திகள்/பதில்-பொலிஸ்-மா-அதிபர்-நியமனம்/175-328870
economynextcom	2023-11-29 13:24:00	Sri Lanka to enable addicts to seek treatment through hospitals, police	7	523331fe	1701244440.0	en	https://economynext.com/sri-lanka-to-enable-addicts-to-seek-treatment-through-hospitals-police-141863/
virakesarilk	2023-11-29 13:22:00	இலங்கை செவிபுலனற்றோர் மத்திய சம்மேளனத்தைச் சேர்ந்த 48 பேரிடம் 104 இலட்சம் ரூபா மோசடி!	3	6a25dd8b	1701244320.0	ta	https://www.virakesari.lk/article/170537
newsfirstlk	2023-11-29 13:19:00	Railway Restructuring Interim Report to the President’s Secretary	6	0c514932	1701244140.0	en	https://www.newsfirst.lk/2023/11/29/railway-restructuring-interim-report-to-the-president-s-secretary/
adalk	2023-11-29 13:17:52	දේශබන්දු ‌තෙන්නකෝන් පොලිස්පති ධුරයේ වැඩ බලයි	2	fafc32d3	1701244072.0	si	https://www.ada.lk/breaking_news/දේශබන්දු-‌තෙන්නකෝන්-පොලිස්පති-ධුරයේ-වැඩ-බලයි/11-406878
newsfirstlk	2023-11-29 13:11:00	Finance Secretary grilled in 10 hour CID interrogation over Human Immunoglobulin imports	6	c43d44d9	1701243660.0	en	https://www.newsfirst.lk/2023/11/29/finance-secretary-grilled-in-10-hour-cid-interrogation-over-human-immunoglobulin-imports/
virakesarilk	2023-11-29 13:08:00	கொழும்பில் ஆர்ப்பாட்டத்தில் ஈடுபடவுள்ள மின்சாரத்தை பயன்படுத்துவோர் சங்கம் !	2	39459356	1701243480.0	ta	https://www.virakesari.lk/article/170535
newsfirstlk	2023-11-29 13:03:00	Deshbandu Tennakoon new acting IGP	3	1cba66a1	1701243180.0	en	https://www.newsfirst.lk/2023/11/29/deshbandu-tennakoon-new-acting-igp/
virakesarilk	2023-11-29 13:02:00	பதில் பொலிஸ் மா அதிபராக  தேசபந்து தென்னகோன்	1	b47df1cd	1701243120.0	ta	https://www.virakesari.lk/article/170534
virakesarilk	2023-11-29 13:01:00	டெங்கு நோயால் ஒருவர் பலி !	2	2f9ec292	1701243060.0	ta	https://www.virakesari.lk/article/170532
virakesarilk	2023-11-29 13:00:00	பொது சுகாதாரப் பரிசோதகர்கள் சங்கத்தின் தொழிற்சங்கப்போராட்டம் தற்காலிகமாக இடைநிறுத்தம்	2	6c259ff8	1701243000.0	ta	https://www.virakesari.lk/article/170530
adalk	2023-11-29 12:59:05	දෙසැම්බරයේ එන දීර්ඝ සති අන්තයට විශේෂ දුම්රිය සේවා	3	4e971a24	1701242945.0	si	https://www.ada.lk/breaking_news/දෙසැම්බරයේ-එන-දීර්ඝ-සති-අන්තයට-විශේෂ-දුම්රිය-සේවා/11-406877
newsfirstlk	2023-11-29 12:59:00	Generator 3 of the Norocholai Power Plant to be added to the national grid	8	5b101009	1701242940.0	en	https://www.newsfirst.lk/2023/11/29/generator-3-of-the-norocholai-power-plant-to-be-added-to-the-national-grid/
adaderanalk	2023-11-29 12:53:00	Senior DIG Deshabandu Tennakoon appointed Acting IGP	12	9465e624	1701242580.0	en	https://www.adaderana.lk/news/95251/senior-dig-deshabandu-tennakoon-appointed-acting-igp
virakesarilk	2023-11-29 12:49:00	நெல்லை உட்கொண்ட காட்டு யானையின் தாக்குதலில் சுவர் இடிந்து வீழ்ந்து இளைஞர் பலி!	4	27adeefb	1701242340.0	ta	https://www.virakesari.lk/article/170527
virakesarilk	2023-11-29 12:48:00	யாழ்.பருத்தித்துறையில் விபரீத முடிவால் இளைஞர் உயிரிழப்பு !	3	64e3b6ae	1701242280.0	ta	https://www.virakesari.lk/article/170528
virakesarilk	2023-11-29 12:45:00	கொக்குத்தொடுவாய் மனித புதைகுழி அகழ்வு பணியின் 2 ஆம் கட்டம் இன்றுடன்  நிறுத்தம் !	6	c4a4fcd3	1701242100.0	ta	https://www.virakesari.lk/article/170515
adalk	2023-11-29 12:35:36	රාජසිංහ රජුගේ මඟුල් කඩුව, රිදී කස්තානය හා රන් පිහිය නෙදර්ලන්තයේ සිට ආපසු ගෙනෙයි	5	affe7241	1701241536.0	si	https://www.ada.lk/breaking_news/රාජසිංහ-රජුගේ-මඟුල්-කඩුව--රිදී-කස්තානය-හා-රන්-පිහිය-නෙදර්ලන්තයේ-සිට-ආපසු-ගෙනෙයි/11-406876
economynextcom	2023-11-29 12:14:00	Sri Lanka awaiting announcement from OCC on bilateral debt	5	3627ced8	1701240240.0	en	https://economynext.com/sri-lanka-awaiting-announcement-from-occ-on-bilateral-debt-141864/
virakesarilk	2023-11-29 12:12:00	பாணந்துறை கடலில் குதித்து தற்கொலைக்கு முயற்சித்த சிறுமி காப்பாற்றப்பட்டார்!	3	fbcde937	1701240120.0	ta	https://www.virakesari.lk/article/170521
newsfirstlk	2023-11-29 12:05:00	Face to Face | Chathuranga Abeysinghe | The NPP Narrative | 28th November 2023	2	fa3b9d48	1701239700.0	en	https://www.newsfirst.lk/2023/11/29/face-to-face-chathuranga-abeysinghe-the-npp-narrative-28th-november-2023/
newsfirstlk	2023-11-29 12:02:00	Executive Presidency: Sri Lanka’s shame?| N. K. Ashokbaran on The People’s Platform | 28th Nov 2023	2	6061b6b0	1701239520.0	en	https://www.newsfirst.lk/2023/11/29/executive-presidency-sri-lanka%e2%80%99s-shame-n-k-ashokbaran-on-the-people-s-platform-28th-nov-2023/
virakesarilk	2023-11-29 12:02:00	இஸ்ரேலிடமிருந்து கிடைக்கும் தகவல்களையும் சந்தேகத்துடன் அணுகுங்கள் - அது பெருமளவு இனப்படுகொலையில் ஈடுபடுகின்றது -அவுஸ்திரேலியாவின் 270 பத்திரிகையாளர்கள் கூட்டாக வேண்டுகோள்	9	912673d0	1701239520.0	ta	https://www.virakesari.lk/article/170522
adaderanalk	2023-11-29 12:02:00	Sri Lanka reaches debt restructuring deal with creditor nations - reports	9	98d21cc7	1701239520.0	en	https://www.adaderana.lk/news/95249/sri-lanka-reaches-debt-restructuring-deal-with-creditor-nations-reports
tamilmirrorlk	2023-11-29 11:55:02	துறவியான பிரபஞ்ச அழகி   இலங்கைக்கு விஜயம்	3	7731993d	1701239102.0	ta	https://www.tamilmirror.lk/செய்திகள்/துறவியான-பிரபஞ்ச-அழகி-இலங்கைக்கு-விஜயம்/175-328865
tamilmirrorlk	2023-11-29 11:55:02	பிரபஞ்ச அழகி, துறவியாக இலங்கைக்கு விஜயம்	3	a96cae11	1701239102.0	ta	https://www.tamilmirror.lk/செய்திகள்/பிரபஞ்ச-அழகி-துறவியாக-இலங்கைக்கு-விஜயம்/175-328865
tamilmirrorlk	2023-11-29 11:50:32	ரூ.2.20 கோடி மதிப்பிலான தங்கம் பறிமுதல்	5	89a2e4bf	1701238832.0	ta	https://www.tamilmirror.lk/செய்திகள்/ரூ-2-20-கோடி-மதிப்பிலான-தங்கம்-பறிமுதல்/175-328864
virakesarilk	2023-11-29 11:40:00	இந்தியாவில் உத்தராகண்ட் சுரங்க மீட்புப் பணியில் ஈடுப்பட்ட அர்னால்ட் டிக்ஸ் யார்?	8	720f2361	1701238200.0	ta	https://www.virakesari.lk/article/170506
adaderanalk	2023-11-29 11:37:00	Duration of IGP’s tenure to be capped at three years?	5	55cb7af3	1701238020.0	en	https://www.adaderana.lk/news/95248/duration-of-igps-tenure-to-be-capped-at-three-years
adaderanalk	2023-11-29 11:30:00	India holds ‘favourable stance’ on Sri Lanka’s debt restructuring - Gopal Baglay	5	a0b322b5	1701237600.0	en	https://www.adaderana.lk/news/95247/india-holds-favourable-stance-on-sri-lankas-debt-restructuring-gopal-baglay
economynextcom	2023-11-29 11:21:00	ADB may provide $400M to Sri Lanka over next three months	6	dcd3e6b5	1701237060.0	en	https://economynext.com/adb-may-provide-400m-to-sri-lanka-over-next-three-months-141859/
virakesarilk	2023-11-29 11:14:00	உக்ரைன் புலனாய்வு பிரிவின் தலைவரின் மனைவி நஞ்சூட்டப்பட்டுள்ளார் - உக்ரைன் புலனாய்வு பிரிவு	6	5bb07f89	1701236640.0	ta	https://www.virakesari.lk/article/170514
tamilmirrorlk	2023-11-29 10:52:46	நாட்டை வந்தைடைந்தார் ஜெரோம் பெர்னாண்டோ	5	921103d5	1701235366.0	ta	https://www.tamilmirror.lk/செய்திகள்/நாட்டை-வந்தைடைந்தார்-ஜெரோம்-பெர்னாண்டோ/175-328858
economynextcom	2023-11-29 10:51:00	Sri Lanka’s BoI signs deal for cable car system	8	9015cf94	1701235260.0	en	https://economynext.com/sri-lankas-boi-signs-deal-for-cable-car-system-141834/
adaderanalk	2023-11-29 10:45:00	Pastor Jerome Fernando returns to Sri Lanka	10	5af0c7de	1701234900.0	en	https://www.adaderana.lk/news/95246/pastor-jerome-fernando-returns-to-sri-lanka
newsfirstlk	2023-11-29 10:39:00	Sri Lanka informed of debt deal with creditor nations	3	694ebf17	1701234540.0	en	https://www.newsfirst.lk/2023/11/29/sri-lanka-informed-of-debt-deal-with-creditor-nations/
tamilmirrorlk	2023-11-29 10:37:42	“அழிவுக்கான ஆரம்ப புள்ளி”	6	16080aed	1701234462.0	ta	https://www.tamilmirror.lk/பிரசித்த-செய்தி/அழிவுக்கான-ஆரம்ப-புள்ளி/150-328856
tamilmirrorlk	2023-11-29 10:32:28	போலி பெறுபேறு தாள் தயாரித்தவர்கள் கைது	5	b9d55383	1701234148.0	ta	https://www.tamilmirror.lk/மலையகம்/போலி-பெறுபேறு-தாள்-தயாரித்தவர்கள்-கைது/76-328855
